genre,name,artist,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,key,tempo
metal,Kings of Metal,Manowar,575,881,-13,35,0,0,147,699,9,132
metal,Thrash Till Death,Destruction,145,988,-3,83,0,7,293,215,1,187
metal,Ace of Spades,Motörhead,329,974,-8,135,0,0,90,234,3,140
metal,Mexican Radio,Celtic Frost,245,933,-8,86,0,182,43,456,4,178
metal,Left Hand Path,Entombed,166,927,-8,73,0,651,344,219,7,131
metal,I Wanna Be Somebody,W.A.S.P.,285,825,-7,46,0,0,268,516,1,164
metal,End of the Attention Span,Armored Saint,360,990,-4,170,0,0,172,151,8,191
metal,Heartwork,Carcass,196,995,-4,104,0,49,266,177,4,91
metal,Redneck Stomp,Obituary,245,861,-8,41,0,871,216,483,2,91
metal,Voice of the Soul,Death,158,572,-6,34,0,893,144,347,7,79
metal,Silent Lucidity - Remastered 2003,Queensrÿche,462,628,-5,27,53,0,120,98,7,140
metal,The Trooper - 2015 Remaster,Iron Maiden,285,908,-4,70,31,9,311,669,4,159
metal,Immortal Rites,Morbid Angel,190,934,-7,56,0,107,363,360,1,98
metal,Astronomy Domine,Voivod,342,888,-11,46,0,460,139,195,2,126
metal,Metal On Metal,Anvil,459,923,-6,70,0,0,454,548,10,119
metal,Rebellion (The Clans Are Marching) - Remastered Version,Grave Digger,483,893,-3,65,18,0,162,200,4,131
metal,Raining Blood,Slayer,294,995,-4,168,0,331,128,37,1,88
metal,A Fine Day to Die,Bathory,232,931,-8,80,4,756,92,37,9,122
metal,Paranoid,Black Sabbath,429,631,-11,76,0,4,175,376,4,162
metal,Mother,Danzig,365,763,-9,59,7,0,86,342,11,148
metal,The Temple Of The King,Rainbow,486,487,-11,34,445,0,64,373,9,81
metal,Hammerhead,Flotsam & Jetsam,189,950,-9,95,3,0,54,124,11,155
metal,Mirror Mirror - Remastered 2007,Blind Guardian,314,964,-4,93,1,0,289,238,0,177
metal,Future Tense,Sanctuary,374,728,-11,57,0,5,113,348,1,105
metal,Man and Machine,U.D.O.,571,905,-7,51,8,1,109,457,4,88
metal,Rising Force,Yngwie Malmsteen,321,958,-10,87,103,0,99,106,8,117
metal,Master Of Confusion,Gamma Ray,487,989,-3,79,1,0,344,270,5,98
metal,In the Minds of Evil,Deicide,535,889,-5,53,0,410,329,327,10,97
metal,Darkness Descends,Dark Angel,288,997,-5,241,0,439,196,39,1,122
metal,Are You Dead Yet,Children Of Bodom,461,961,-3,47,0,140,308,416,8,96
metal,The American Way,Sacred Reich,557,978,-7,57,2,7,158,551,0,148
metal,I Will Be Gone,Primal Fear,285,411,-7,32,272,0,226,184,5,134
metal,Critical Mass,Nuclear Assault,230,996,-4,87,108,927,129,33,8,100
metal,Semtex Revolution,Coroner,427,790,-12,51,0,510,344,443,10,111
metal,Stillborn,Black Label Society,585,881,-4,36,0,0,376,425,5,107
metal,A Perfect Day to Die,Onslaught,424,971,-7,130,0,30,214,322,10,146
metal,Angel Witch,Angel Witch,238,759,-12,62,0,2,608,732,0,193
metal,Interdimensional Summit,Dimmu Borgir,454,969,-4,74,0,171,70,386,1,140
metal,Queen of the Masquerade,Crimson Glory,244,943,-4,156,0,0,157,544,3,174
metal,The Exorcist,Possessed,118,982,-5,231,0,253,220,34,10,96
metal,Triumph of Death,Vader,555,959,-4,66,0,543,96,299,1,102
metal,Hearts on Fire,HammerFall,577,901,-5,49,0,0,672,337,1,90
metal,What Else Is There - Bonus Version,Enslaved,460,889,-6,58,0,656,67,219,1,114
metal,All We Are,Warlock,495,835,-13,52,3,0,240,153,10,131
metal,Mind Over Metal,Raven,332,965,-9,173,7,907,369,227,9,94
metal,Inhumane Harvest,Cannibal Corpse,130,947,-5,95,0,368,45,334,8,60
metal,(Empty) Tankard,Tankard,325,996,-2,96,0,38,186,354,5,120
metal,We're Not Gonna Take It,Twisted Sister,502,924,-6,50,12,0,162,922,4,149
metal,Fiddler on the Green - Remaster 2019,Demons & Wizards,321,556,-8,32,5,90,125,167,8,180
metal,Slaughter Of The Soul,At The Gates,131,975,-7,118,0,914,86,393,7,79
metal,Twilight Of The Thunder God,Amon Amarth,374,920,-4,50,0,26,80,278,6,191
metal,Maha-Kali,Dissection,566,844,-4,31,0,91,87,682,1,109
metal,The Killchain,Bolt Thrower,402,860,-7,39,0,895,103,427,8,108
metal,Withstand The Fall Of Time,Immortal,159,964,-4,87,0,302,81,56,4,133
metal,Roots Bloody Roots,Sepultura,428,874,-6,128,0,41,311,261,4,119
metal,Small Town Boy,Paradise Lost,568,905,-6,33,0,841,96,413,5,126
metal,See You In Hell,Grim Reaper,155,947,-5,98,2,2,235,270,0,185
metal,"Man On The Silver Mountain - feat. Doug Aldrich, Vinny Appice, Jeff Pilson, Scott Warren",Rob Halford,484,915,-5,68,2,3,234,260,0,110
metal,Eraser,Hypocrisy,429,951,-4,58,0,468,116,183,7,100
metal,Heavy Metal Maniac,Exciter,219,919,-5,83,0,2,164,399,8,119
metal,One,Fates Warning,528,879,-5,54,1,0,209,553,9,90
metal,I Am The Black Wizards,Emperor,146,947,-5,83,0,905,185,89,0,104
metal,Hypertension,Razor,270,996,-4,153,0,737,191,117,6,113
metal,Straight To Hell,Rage,548,858,-5,74,0,1,95,374,8,104
metal,Poison,Alice Cooper,280,908,-5,109,32,0,180,260,2,118
metal,Agents of Steel,Agent Steel,123,991,-2,182,0,5,234,114,7,191
metal,Transilvanian Hunger - Studio,Darkthrone,267,1000,-4,135,16,447,450,21,4,138
metal,War Eternal,Arch Enemy,445,980,-4,73,0,163,129,285,5,155
metal,K.I.N.G.,Satyricon,534,957,-6,57,0,443,43,425,9,129
metal,Screaming in the Night,Krokus,475,576,-13,31,21,22,391,524,9,96
metal,Walk,Pantera,430,704,-8,80,0,2,93,703,1,118
metal,Empire of the Blind,Heathen,474,974,-3,68,0,17,499,227,7,105
metal,War Within Me,Blaze Bayley,473,957,-4,56,0,16,153,410,4,99
