genre,name,artist,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,key,tempo
edm,Electric Elephants,Jay Hardway,588,927,-1,64,2,403,211,254,6,127
edm,All Around The World (La La La),R3HAB,733,859,-5,33,479,64,105,520,9,124
edm,Water (feat. ZOHARA),KREAM,567,738,-6,154,12,0,207,432,0,121
edm,High Like This,Adventure Club,473,862,-4,80,79,0,111,233,8,150
edm,Wildest Dream,Thomas Gold,545,839,-4,46,22,0,71,276,1,127
edm,Narco,Blasterjaxx,764,943,-4,71,7,104,69,207,8,129
edm,City Of Dreams - Radio Edit,Dirty South,478,818,-5,37,2,7,438,163,4,127
edm,Rave Love,W&W,395,895,-4,49,2,0,150,185,6,160
edm,No Diggity,Lucas & Steve,740,709,-5,67,53,0,110,690,6,121
edm,The Middle,Zedd,753,657,-3,44,171,0,112,437,7,107
edm,Nobody Else - A-Trak Remix,Axwell,872,687,-5,81,0,13,166,767,1,123
edm,I Can't Stop,Flux Pavilion,524,601,-13,33,1,601,398,314,0,139
edm,Rise Up (feat. Vamero),VINAI,648,927,-3,49,11,0,162,361,1,126
edm,Put Your Hands Up For Detroit - Dub Mix,Fedde Le Grand,910,961,-5,166,3,880,40,167,7,128
edm,Jumpin',CID,924,690,-5,66,3,4,329,592,11,125
edm,Pum Pum,Showtek,852,791,-4,86,108,0,132,469,10,130
edm,Coming Home,Dimitri Vangelis & Wyman,614,921,-4,62,20,0,119,427,2,127
edm,Dandelion,Galantis,800,660,-4,158,158,20,140,634,0,117
edm,No Promises (feat. Demi Lovato),Cheat Codes,741,667,-5,134,57,0,106,595,10,112
edm,Body,Loud Luxury,759,774,-4,38,50,0,56,596,1,121
edm,Goodbye To A World,Porter Robinson,444,350,-7,48,453,109,82,97,9,95
edm,Let Me Be The One,Julian Jordan,589,876,-4,53,4,0,301,254,0,123
edm,Wonderful Days,Ummet Ozcan,341,824,-6,36,5,548,84,175,10,106
edm,Mine,Felix Cartal,591,839,-4,41,9,0,117,228,1,106
edm,Take Me Away,Third Party,448,911,-3,40,21,0,59,255,1,127
edm,Hold On (feat. Cheat Codes) - 2020 Edit,Moguai,622,802,-4,167,170,0,263,764,9,124
edm,First Time (feat. Dylan Matthew),Seven Lions,422,677,-5,36,251,0,160,146,11,150
edm,Intoxicated - Radio Edit,Martin Solveig,796,607,-6,40,5,2,71,566,0,125
edm,Say My Name,Dimitri Vegas & Like Mike,729,788,-4,90,70,0,115,857,10,118
edm,Solo Dance,Martin Jensen,746,846,-2,48,48,0,195,403,9,114
edm,I Should Have Walked Away,KAAZE,434,668,-4,35,31,0,497,281,11,129
edm,Let You Down,Dannic,749,882,-5,51,9,0,117,530,6,122
edm,Don’t Tell Me,Matisse & Sadko,597,785,-3,40,113,0,336,575,4,126
edm,Call on Me - Radio Mix,Eric Prydz,597,837,-6,375,4,1,839,447,10,126
edm,Raven,John Dahlbäck,569,896,-3,48,3,958,63,118,1,128
edm,Ghosts 'n' Stuff,deadmau5,617,617,-6,122,0,59,253,517,8,127
edm,Oceans & Galaxies,Jauz,532,625,-7,50,120,0,103,297,1,145
edm,Scrub The Ground (feat. DJ Funk),Chocolate Puma,786,887,-3,51,26,812,338,682,11,126
edm,Know You Better,Stadiumx,588,830,-5,42,68,0,116,225,2,122
edm,Old Thing Back (feat. Ja Rule and Ralph Tresvant),Matoma,805,858,-3,105,194,0,256,523,0,97
edm,Lonely,Tujamo,667,823,-3,67,60,0,77,350,7,127
edm,Neck And Neck - DNMO Remix,Zeds Dead,601,591,-7,33,18,76,126,370,5,150
edm,Battlestations,Wolfgang Gartner,554,665,-7,59,2,499,220,128,4,129
edm,All My Friends,Madeon,668,764,-4,48,25,0,314,685,8,106
edm,DJ Turn It Up,Yellow Claw,827,696,-5,47,0,199,111,374,1,102
edm,Praise (feat. Gunna),Tchami,737,681,-10,53,40,1,310,799,10,124
edm,Post Malone (feat. RANI),Sam Feldt,590,642,-3,122,77,0,105,651,7,107
edm,Tragic (feat. Amber Van Day),The Him,741,715,-5,63,32,0,77,332,0,123
edm,Love Is All I Got,Feed Me,613,771,-6,46,0,0,590,410,0,130
edm,Unfamiliar,Seeb,590,677,-5,57,8,0,157,304,0,184
edm,The Ocean (feat. Shy Martin),Mike Perry,632,575,-6,29,22,0,104,188,5,90
edm,Turn off the Lights,Chris Lake,824,745,-5,75,46,0,198,888,11,125
edm,Pressure (feat. Tove Lo),Martin Garrix,859,558,-8,90,659,324,124,357,7,114
edm,Breathe,Mako,387,571,-6,40,493,0,106,555,7,152
edm,The Business,Tiësto,798,620,-7,232,414,19,112,235,8,120
