genre,name,artist,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,key,tempo
classical,"Dido and Aeneas, Z. 626 / Act 3: ""When I Am Laid In Earth"" Dido's Lamento (Arr. For Cello And Strings By Mathieu Herzog)",Henry Purcell,75,60,-23,48,957,902,88,34,7,76
classical,"6 Violin Sonatas, Op. 10b No. 2 in G Major, J. 100: II. Adagio",Carl Maria von Weber,80,3,-38,45,972,112,141,197,0,81
classical,"Carmen, Act I: No.5 Habanera : L'amour est un oiseau rebelle (Carmen/Cigarières/Jeunes gens/Dragons)",Georges Bizet,364,59,-21,57,978,0,82,185,2,123
classical,Mascagni: Cavalleria rusticana: Intermezzo,Pietro Mascagni,101,115,-17,39,769,891,406,37,5,84
classical,"Delibes: Lakmé, Act 1: ""Dôme épais, le jasmin"" (Lakmé, Mallika)",Léo Delibes,291,119,-20,43,972,510,296,57,11,125
classical,Rodrigo: Concierto de Aranjuez: II. Adagio,Joaquín Rodrigo,253,98,-19,43,930,862,122,62,11,84
classical,Rhapsody In Blue,George Gershwin,308,247,-15,44,975,769,96,113,9,74
classical,Weint nicht um meinen Tod,Johann Bach,204,36,-25,57,948,120,118,97,0,74
classical,Das Verlassene Mägdlein,Hugo Wolf,295,4,-33,49,991,82,97,35,9,69
classical,The Rite of Spring: Part One: Adoration of the Earth: Introduction,Igor Stravinsky,101,24,-30,48,947,847,69,32,11,87
classical,"Paganini: 24 Caprices, Op. 1: No. 24 in A Minor (Tema con variazioni. Quasi presto)",Niccolò Paganini,465,128,-17,51,978,271,42,428,9,111
classical,Ave Maria,Charles Gounod,328,2,-33,39,995,747,72,361,0,73
classical,Meditation: Méditation from Thaïs,Jules Massenet,114,70,-23,44,870,431,91,37,4,89
classical,"Monteverdi: L'incoronazione di Poppea, SV 308, Act 3: ""Pur ti miro"" (Neron, Popea)",Claudio Monteverdi,259,62,-21,48,983,0,100,182,7,76
classical,Pergolesi: Stabat Mater: I. Stabat Mater dolorosa,Giovanni Battista Pergolesi,172,36,-22,41,982,23,111,36,4,138
classical,"Carmina Burana / 1. Primo vere: ""Veris leta facies""",Carl Orff,81,2,-39,42,920,305,134,71,9,54
classical,Nocturne,Alexander Borodin,134,104,-26,61,986,927,331,98,9,81
classical,"Radetzky March, Op. 228",Johann Strauss I,479,536,-12,33,643,315,293,499,9,104
classical,"El amor brujo: Danza ritual del fuego, para ahuyentar los malos espíritus",Manuel de Falla,244,118,-19,42,926,912,77,69,7,141
classical,"Serenade for Strings in C major, Op. 48: II. Walzer: Moderato, tempo di valse",Pyotr Ilyich Tchaikovsky,241,122,-22,49,925,660,126,187,7,66
classical,Dance of the Hours,Amilcare Ponchielli,373,31,-26,39,955,185,189,166,4,76
classical,"Piano Concerto No. 2 in C Minor, Op. 18: 2. Adagio sostenuto",Sergei Rachmaninoff,194,54,-24,36,983,945,55,38,4,140
classical,"Orfeo ed Euridice, Wq. 30 - Arranged Sgambati / Act 2: Melodie dell'Orfeo",Christoph Willibald Gluck,279,4,-36,43,989,982,63,39,2,69
classical,Il barbiere di Siviglia: Overture (Sinfonia),Gioachino Rossini,347,264,-15,43,920,900,93,449,4,97
classical,"Poème for Violin and Orchestra, Op. 25",Ernest Chausson,121,124,-22,41,824,560,107,35,10,91
classical,Pride and Prejudice Suite: III. Elizabeth and Mr. Darcy,Carl Davis,209,125,-15,41,967,646,88,38,4,84
classical,"Liturgie des Catéchumènes (Bénis le Seigneur, ô mon âme)",Sergei Rachmaninoff,102,24,-27,45,993,730,168,31,7,70
classical,Copland: Appalachian Spring: VII. Doppio movimento (Variations on a Shaker Hymn - Simple Gifts),Aaron Copland,207,102,-17,38,974,542,104,303,1,82
classical,Scheherazade: The Tale of the Kalendar Prince,Nikolai Rimsky-Korsakov,151,63,-24,43,962,603,466,79,11,61
classical,"Sonata in A Minor, K.109: Adagio",Domenico Scarlatti,453,38,-28,39,995,908,79,155,9,97
classical,Notturno for Strings and Harp,Arnold Schoenberg,97,80,-19,45,941,431,115,60,8,75
classical,"War Requiem, Op. 66 / Libera me: 6c. Let Us Sleep Now...In Paradisum",Benjamin Britten,191,63,-26,42,981,533,117,32,9,100
classical,Incises,Pierre Boulez,246,282,-23,52,983,883,109,219,0,172
classical,"Concerto grosso in G minor, Op.6, No.8 ""fatto per la notte di Natale"": 3. Adagio - Allegro - Adagio",Arcangelo Corelli,197,91,-21,45,926,721,119,133,2,120
classical,Romanza in F Major,Conrado del Campo,149,160,-17,44,991,823,100,78,5,71
classical,"Erbarm dich mein, o Herre Gott, SWV 148",Heinrich Schütz,134,54,-26,57,984,0,111,47,0,74
classical,Liebesleid (Love's Sorrow),Fritz Kreisler,331,169,-19,32,994,886,121,258,9,97
classical,Kanon und Gigue,Johann Pachelbel,354,230,-18,43,800,3,85,520,2,152
classical,"Music for Strings, Percussion and Celesta, Sz. 106: 3. Adagio",Béla Bartók,147,47,-29,38,571,350,98,43,10,84
classical,"Keyboard Concerto in G Major, Wq. 44: II. Andantino",Carl Philipp Emanuel Bach,384,27,-26,33,975,623,230,196,4,86
classical,"Prokofiev: Romeo and Juliet, Op. 64, Act 1: No. 13, Dance of the Knights (Complete Ballet)",Sergei Prokofiev,209,101,-19,40,927,900,77,153,0,85
classical,Messe de Nostre Dame: Sanctus,Guillaume de Machaut,161,98,-22,37,991,0,76,48,9,132
classical,"Piano Sonata No.17 in D minor, Op.31 No.2 ‘Tempest'",Lugwig van Beethoven,277,112,-20,35,988,890,94,143,7,75
classical,Lontano,György Ligeti,73,36,-26,41,959,931,72,24,1,79
classical,Hary Janos Suite: V. Kozjatek (Intermezzo),Zoltán Kodály,330,99,-20,34,909,852,201,193,2,110
classical,Al dolce soun,Orlande de Lassus,113,113,-24,46,995,925,64,36,8,81
classical,"Bellini: Norma, Act 1: ""Casta diva"" (Norma, Chorus)",Vincenzo Bellini,210,167,-17,40,977,0,96,57,5,93
classical,"In ecclesiis (a 14), C78",Giovanni Gabrieli,245,106,-20,37,980,177,179,39,9,71
classical,Missa Papae Marcelli: Kyrie,Giovanni Pierluigi da Palestrina,164,156,-20,42,995,445,91,39,9,136
classical,Il barbiere di Siviglia: Overture (Sinfonia),Gioachino Rossini,322,140,-20,48,906,759,125,285,4,92
classical,Ave maris stella,Guillaume Dufay,173,44,-28,49,987,1,99,62,9,70
classical,"Suite for Violin, Clarinet and Piano, Op. 157b: II. Divertissement. Animé",Darius Milhaud,141,22,-30,43,985,275,86,240,5,83
classical,"5 Preludes, W419: No. 5 in D Major",Heitor Villa-Lobos,449,104,-19,43,978,881,125,154,2,85
classical,Cassadó: Toccata (in the Style of Frescobaldi),Gaspar Cassadó,231,121,-23,41,958,920,114,111,2,91
classical,"Mozart, Leopold: Toy Symphony: I. Allegro",Leopold Mozart,593,194,-16,41,556,0,78,524,0,116
classical,Tågen Letter,Carl Nielsen,293,81,-17,43,992,894,107,163,0,110
classical,Spem in alium (The Forty-Part Motet),Thomas Tallis,174,228,-18,39,990,635,86,60,0,124
