genre,name,artist,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,key,tempo
jazz,The People In Nassau,Blue Mitchell,688,552,-9,35,689,194,85,892,7,110
jazz,Going Home,Charlie Haden,406,22,-28,46,958,923,105,196,0,90
jazz,How Can I Tell You - Live,Charles Lloyd,385,300,-12,36,975,374,769,253,3,90
jazz,Someday My Prince Will Come,Wynton Kelly,558,327,-17,39,562,0,83,252,10,114
jazz,Love Theme From Spartacus - Remastered,Yusef Lateef,522,379,-14,28,635,925,114,454,4,133
jazz,From Dream to Dream,Benny Golson,300,97,-20,39,967,969,116,138,7,169
jazz,Eleanor,Hank Jones,450,43,-29,37,971,880,94,98,10,63
jazz,Journey Into The Melody,Stanley Turrentine,432,29,-20,41,971,265,167,190,5,98
jazz,Lonesome Lover,Max Roach,360,429,-13,39,472,0,137,429,9,113
jazz,Crystal Silence,Chick Corea,203,18,-24,40,985,377,72,48,9,76
jazz,Seymour Reads the Constitution,Brad Mehldau Trio,586,284,-15,36,760,783,102,391,6,93
jazz,Cantaloupe Island - Remastered,Herbie Hancock,515,583,-8,28,749,0,123,414,0,116
jazz,Hat And Beard,Eric Dolphy,465,644,-7,106,496,179,176,355,8,81
jazz,Oriental Flower,Elvin Jones,475,272,-16,41,690,63,115,171,7,127
jazz,In A Sentimental Mood,Duke Ellington,464,305,-12,31,936,84,208,282,3,108
jazz,Passion Flower - Instrumental,Kenny Barron,451,231,-18,42,856,907,367,76,8,103
jazz,Senor Mouse,Gary Burton,456,205,-19,45,952,889,101,310,11,111
jazz,You've Changed,Keith Jarrett Trio,421,129,-26,46,886,852,132,185,8,107
jazz,Blue Haze,Miles Davis Quartet,596,230,-15,46,447,0,83,249,0,71
jazz,Blue in Green (feat. John Coltrane & Bill Evans),Miles Davis,421,16,-25,38,808,2,97,154,2,110
jazz,Senor Blues - Alternate 45 Take/Rudy Van Gelder Edition/2000 Digital Remaster/24-Bit Mastering,Horace Silver Quintet,516,374,-10,34,915,803,111,769,10,145
jazz,I Fall In Love Too Easily - Vocal Version,Chet Baker,532,65,-19,40,940,4,94,292,0,128
jazz,The Nearness Of You,Michael Brecker,517,152,-15,30,925,1,82,173,10,98
jazz,Besame Mucho,Dave Brubeck,637,257,-17,54,881,706,975,304,10,126
jazz,Crazy Rhythm,Benny Carter,632,647,-8,55,278,165,122,835,7,118
jazz,Donna,Miles Davis Sextet,584,440,-9,32,713,0,141,737,5,81
jazz,Sunset,McCoy Tyner Trio,413,84,-23,36,967,815,108,87,2,131
jazz,Cristo Redentor - Remastered,Donald Byrd,260,203,-12,35,990,944,134,64,7,173
jazz,Over The Rainbow,Lou Donaldson,371,82,-20,35,963,490,83,78,3,106
jazz,Evening In Paris,Zoot Sims,564,162,-12,33,984,358,125,570,6,62
jazz,Goin' home,Archie Shepp,491,36,-16,44,971,804,200,235,3,114
jazz,What Is This Thing Called Love,J.J. Johnson,517,458,-13,40,727,44,752,709,5,119
