genre,name,artist,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,key,tempo
r&b,Can We Talk,Tevin Campbell,660,646,-9,42,31,0,33,621,2,172
r&b,Knock You Down,Keri Hilson,588,877,-4,160,9,0,171,645,8,155
r&b,Peaches & Cream,112,677,520,-6,334,2,0,53,768,4,203
r&b,Twisted,Keith Sweat,615,514,-9,46,393,0,248,822,11,175
r&b,Georgy Porgy (feat. Faith Evans),Eric Benét,728,636,-7,171,6,0,296,821,11,96
r&b,Straight Up,Chanté Moore,864,869,-3,129,255,0,46,930,1,100
r&b,Anything For You,Ledisi,541,407,-7,150,633,0,111,347,7,133
r&b,"Slow Down - 12"" Version",Bobby V.,568,732,-4,103,179,0,401,626,11,186
r&b,Since You've Been Gone,DAY26,516,690,-6,43,165,0,126,398,6,129
r&b,All My Life,K-Ci & JoJo,629,511,-8,32,114,0,58,181,1,128
r&b,This Is How We Do It,Montell Jordan,799,623,-9,81,14,0,430,773,0,103
r&b,One Woman Man,Dave Hollister,627,647,-6,29,45,0,65,521,11,91
r&b,Nobody's Supposed to Be Here,Deborah Cox,662,531,-5,36,202,0,595,399,8,119
r&b,Golden,Jill Scott,769,558,-6,82,275,0,75,593,10,100
r&b,Naked,Marques Houston,750,511,-6,209,86,0,93,395,9,60
r&b,Love Calls,Kem,812,526,-9,62,480,2,124,516,6,143
r&b,Foolish,Ashanti,665,695,-5,53,347,0,106,707,0,90
r&b,Grind With Me,Pretty Ricky,700,538,-5,45,0,0,105,189,1,136
r&b,"My, My, My",Johnny Gill,580,596,-10,62,93,0,109,653,0,74
r&b,Blame It,Jamie Foxx,673,614,-5,103,78,0,139,362,7,176
r&b,Every Time I Close My Eyes (with Kenny G),Babyface,654,417,-7,25,62,0,96,279,5,143
r&b,Here We Go (feat. Kelly Rowland),Trina,814,494,-7,84,624,0,88,607,8,128
r&b,Never Too Busy,Kenny Lattimore,761,413,-10,68,113,1,90,733,4,167
r&b,Hey Mr. D.J.,Zhané,865,560,-7,56,23,1,83,875,2,101
r&b,Be Your Girl (Kaytranada Edition),Teedra Moses,864,682,-6,386,208,0,100,268,6,115
r&b,If I Ever Fall In Love,Shai,402,205,-11,38,758,0,147,420,6,143
r&b,Boyfriend #2,Pleasure P,648,767,-5,60,21,0,190,796,8,141
r&b,Can You Stand The Rain,New Edition,614,369,-15,35,678,2,143,733,8,143
r&b,Candy Rain,Soul For Real,590,699,-7,79,3,0,57,630,11,188
r&b,Back At One,Brian McKnight,661,346,-9,30,452,0,131,256,11,129
r&b,Thong Song,Sisqo,706,888,-6,65,119,0,70,714,2,121
r&b,End Of The Road,Boyz II Men,640,427,-9,24,66,0,57,529,5,149
r&b,She's Playing Hard To Get,Hi-Five,518,807,-6,57,7,0,271,781,1,199
r&b,Post to Be (feat. Chris Brown & Jhene Aiko),Omarion,733,676,-5,43,69,0,208,701,10,97
r&b,Ready Or Not,After 7,733,566,-12,39,96,0,74,775,8,141
r&b,Bottoms Up (feat. Nicki Minaj),Trey Songz,844,601,-5,157,20,0,385,331,1,73
r&b,Let's Chill,Guy,604,417,-12,38,68,0,42,558,10,74
r&b,Tonight I'm Gonna Let Go,Syleena Johnson,719,520,-4,257,9,0,79,748,6,99
r&b,EX,Kiana Ledé,763,537,-7,246,231,0,109,426,9,73
